Team,Winrate
frc1677,5.0
frc1684,0.603448275862069
frc1701,0.3617021276595745
frc1711,0.4666666666666667
frc1718,0.5663716814159292
frc1896,5.0
frc1918,0.654320987654321
frc1940,0.425
frc201,0.41818181818181815
frc2048,0.5909090909090909
frc2054,0.7745098039215687
frc2075,0.684931506849315
frc2137,0.5531914893617021
frc2145,0.53125
frc216,0.425
frc217,0.5652173913043478
frc2224,0.44642857142857145
frc2246,0.23076923076923078
frc226,0.5777777777777777
frc2337,0.6319444444444444
frc240,0.5294117647058824
frc2405,0.5094339622641509
frc244,0.4634146341463415
frc245,0.6233766233766234
frc247,0.34210526315789475
frc2474,0.48936170212765956
frc2586,0.4666666666666667
frc2591,0.5357142857142857
frc2604,0.3783783783783784
frc2611,0.5588235294117647
frc2612,0.52
frc2619,0.39473684210526316
frc2620,0.4915254237288136
frc2673,0.47058823529411764
frc2676,0.375
frc27,0.6126126126126126
frc2767,0.7209302325581395
frc2771,0.4942528735632184
frc280,0.3902439024390244
frc2832,0.49019607843137253
frc2834,0.5555555555555556
frc2851,0.65625
frc288,0.44680851063829785
frc2959,0.32075471698113206
frc2960,0.6097560975609756
frc302,0.552
frc308,0.6363636363636364
frc3096,0.2916666666666667
frc3098,0.2692307692307692
frc313,0.5
frc314,0.5512820512820513
frc3175,0.44285714285714284
frc322,0.3125
frc3234,0.3333333333333333
frc33,0.7213114754098361
frc3302,0.5185185185185185
frc3322,0.4473684210526316
frc3357,0.5697674418604651
frc3414,0.48
frc3452,0.6491228070175439
frc3458,0.4461538461538462
frc3534,0.5402298850574713
frc3535,0.5116279069767442
frc3536,0.5591397849462365
frc3537,0.6071428571428571
frc3538,0.7040816326530612
frc3539,0.4032258064516129
frc3542,0.68
frc3546,0.4791666666666667
frc3547,0.5172413793103449
frc3568,0.4230769230769231
frc3570,0.36
frc3572,0.6666666666666666
frc3602,0.4222222222222222
frc3603,0.4
frc3604,0.5739130434782609
frc3617,0.4166666666666667
frc3618,0.43636363636363634
frc3619,0.36
frc3620,0.6417910447761194
frc3632,0.2608695652173913
frc3641,0.6530612244897959
frc3655,0.45901639344262296
frc3656,0.6323529411764706
frc3658,0.5
frc3667,0.6666666666666666
frc3668,0.5
frc3688,0.6166666666666667
frc3707,0.72
frc3767,0.525
frc3770,0.4875
frc3773,0.44
frc3875,0.5238095238095238
frc4003,0.5633802816901409
frc4004,0.5555555555555556
frc4130,0.56
frc4216,0.45454545454545453
frc4237,0.5517241379310345
frc4325,0.6363636363636364
frc4327,0.4634146341463415
frc4337,0.4827586206896552
frc4362,0.6759259259259259
frc4375,0.4
frc4376,0.43333333333333335
frc4377,0.35714285714285715
frc4380,0.48
frc4381,0.5
frc4382,0.21739130434782608
frc4384,0.5833333333333334
frc4390,0.3484848484848485
frc4391,0.6721311475409836
frc4392,0.5106382978723404
frc4395,0.38596491228070173
frc4398,0.17391304347826086
frc4405,0.38461538461538464
frc4408,0.3333333333333333
frc4409,0.5238095238095238
frc4453,0.4074074074074074
frc4482,0.46808510638297873
frc453,0.3235294117647059
frc4568,0.5813953488372093
frc468,0.4166666666666667
frc4680,0.5764705882352941
frc469,0.4807692307692308
frc4715,0.4166666666666667
frc4737,0.5
frc4758,0.25
frc4768,0.4375
frc4776,0.6263736263736264
frc4779,0.42424242424242425
frc4810,0.5263157894736842
frc4811,0.5357142857142857
frc4815,0.2916666666666667
frc4819,0.4358974358974359
frc4827,0.4166666666666667
frc4835,0.3333333333333333
frc4838,0.34615384615384615
frc4840,0.36363636363636365
frc4851,0.4
frc4854,0.5833333333333334
frc4855,0.5362318840579711
frc494,0.647887323943662
frc4956,0.5333333333333333
frc4961,0.6
frc4967,0.5204081632653061
frc4970,0.5094339622641509
frc4983,0.4
frc4988,0.4166666666666667
frc4994,0.37037037037037035
frc4998,0.4
frc503,0.47580645161290325
frc5046,0.5254237288135594
frc5048,0.45454545454545453
frc5050,0.7603305785123967
frc5053,0.5
frc5056,0.5714285714285714
frc5065,0.5217391304347826
frc5066,0.4482758620689655
frc5067,0.5483870967741935
frc5069,0.46808510638297873
frc5072,0.44
frc5084,0.5591397849462365
frc5086,0.38095238095238093
frc5090,0.325
frc51,0.6015625
frc5110,0.5757575757575758
frc5114,0.5
frc5150,0.5652173913043478
frc5152,0.5333333333333333
frc5155,0.4642857142857143
frc5156,0.27586206896551724
frc5161,0.3333333333333333
frc5162,0.14705882352941177
frc5166,0.48717948717948717
frc5167,0.36363636363636365
frc5173,0.5106382978723404
frc5182,0.3333333333333333
frc5183,0.36363636363636365
frc5193,0.6451612903225806
frc5194,0.4074074074074074
frc5197,0.36666666666666664
frc5203,0.35714285714285715
frc5204,0.4642857142857143
frc5205,0.4606741573033708
frc5213,0.25
frc5214,0.3333333333333333
frc5215,0.5185185185185185
frc5216,0.5692307692307692
frc5217,0.25
frc5222,0.36
frc5224,0.6756756756756757
frc5225,0.34782608695652173
frc5227,0.5517241379310345
frc5229,0.43243243243243246
frc5230,0.43333333333333335
frc5231,0.25
frc5234,0.4444444444444444
frc5235,0.34615384615384615
frc5238,0.375
frc5239,0.45454545454545453
frc5247,0.4166666666666667
frc5248,0.4166666666666667
frc5251,5.0
frc5255,5.0
frc5256,0.4431818181818182
frc5257,0.5
frc5260,0.4
frc5263,0.375
frc5282,0.5227272727272727
frc5314,0.38461538461538464
frc5316,0.35135135135135137
frc5424,0.5862068965517241
frc5436,0.44285714285714284
frc5448,0.3111111111111111
frc5460,0.7096774193548387
frc5462,0.4642857142857143
frc5467,0.48
frc5470,0.3333333333333333
frc5473,0.4583333333333333
frc5478,0.41379310344827586
frc548,0.5645161290322581
frc5486,0.4583333333333333
frc5498,0.39285714285714285
frc5501,0.5192307692307693
frc5502,0.3333333333333333
frc5504,0.391304347826087
frc5505,0.5652173913043478
frc5509,0.5
frc5517,0.42424242424242425
frc5523,0.25
frc5524,0.52
frc5525,0.4583333333333333
frc5527,0.25
frc5530,0.4878048780487805
frc5531,0.38
frc5532,0.375
frc5533,0.5
frc5534,0.375
frc5535,0.4791666666666667
frc5538,0.43478260869565216
frc5547,0.41935483870967744
frc5555,0.5
frc5559,0.375
frc5560,0.4642857142857143
frc5561,0.6136363636363636
frc5562,0.5483870967741935
frc5567,0.625
frc5577,0.38181818181818183
frc5603,0.3333333333333333
frc5610,0.391304347826087
frc5612,0.39215686274509803
frc5619,0.30434782608695654
frc5622,0.24242424242424243
frc5623,0.5357142857142857
frc5641,0.625
frc5660,0.4642857142857143
frc5661,0.4782608695652174
frc5662,0.30434782608695654
frc5674,0.5
frc5675,0.5490196078431373
frc5676,0.581081081081081
frc5685,0.4166666666666667
frc5688,0.2903225806451613
frc5695,0.23076923076923078
frc5697,0.4166666666666667
frc5702,0.3888888888888889
frc5704,0.2916666666666667
frc5706,0.4482758620689655
frc5708,0.34782608695652173
frc5709,0.375
frc5710,0.42857142857142855
frc5712,0.5909090909090909
frc5714,0.3333333333333333
frc573,0.5111111111111111
frc5756,0.4
frc5774,0.4230769230769231
frc5843,0.373134328358209
frc5853,0.65625
frc5860,0.4696969696969697
frc5878,0.2916666666666667
frc5901,0.4090909090909091
frc5907,0.40298507462686567
frc5915,0.375
frc5926,0.4090909090909091
frc5927,0.6060606060606061
frc5963,0.375
frc5980,0.32142857142857145
frc5982,0.43333333333333335
frc5989,0.5185185185185185
frc6002,0.5555555555555556
frc6005,0.475
frc6013,0.32142857142857145
frc6019,0.37037037037037035
frc6020,0.5476190476190477
frc6029,0.4583333333333333
frc6033,0.42857142857142855
frc6043,0.39285714285714285
frc6053,0.2916666666666667
frc6057,0.34615384615384615
frc6065,0.4074074074074074
frc6066,0.5
frc6067,0.5862068965517241
frc6071,0.36
frc6073,0.39285714285714285
frc6074,0.2916666666666667
frc6075,0.3333333333333333
frc6077,0.5357142857142857
frc6078,0.425
frc6079,0.4782608695652174
frc6081,0.5172413793103449
frc6085,0.46938775510204084
frc6086,0.4583333333333333
frc6087,0.5454545454545454
frc6088,0.45614035087719296
frc6089,0.34782608695652173
frc6090,0.559322033898305
frc6091,0.38461538461538464
frc6092,0.45454545454545453
frc6093,0.5172413793103449
frc6094,0.4444444444444444
frc6096,0.34782608695652173
frc6097,0.559322033898305
frc6098,0.37037037037037035
frc6099,0.5925925925925926
frc6100,0.5384615384615384
frc6101,0.40625
frc6102,0.25
frc6112,0.4444444444444444
frc6113,0.5384615384615384
frc6114,0.4166666666666667
frc6116,0.2916666666666667
frc6117,0.4444444444444444
frc6120,0.38961038961038963
frc6121,0.5227272727272727
frc6122,0.5
frc6128,0.22727272727272727
frc6136,5.0
frc6137,0.3333333333333333
frc6138,0.17391304347826086
frc6150,0.4482758620689655
frc6152,0.43478260869565216
frc6190,0.30434782608695654
frc6193,0.5135135135135135
frc6344,0.4222222222222222
frc6345,0.5357142857142857
frc6425,0.34782608695652173
frc6428,0.2916666666666667
frc6528,0.5961538461538461
frc6532,0.25
frc6533,0.3793103448275862
frc6538,0.5172413793103449
frc6545,0.35714285714285715
frc6548,0.5230769230769231
frc6550,0.5172413793103449
frc6552,0.30434782608695654
frc6556,0.46875
frc6557,0.34782608695652173
frc6558,0.5357142857142857
frc6561,0.3333333333333333
frc6566,0.5217391304347826
frc6567,0.46153846153846156
frc6568,0.6086956521739131
frc6569,0.7419354838709677
frc6570,0.4444444444444444
frc6573,0.4888888888888889
frc6580,0.4827586206896552
frc6581,0.16666666666666666
frc6582,0.5
frc6583,0.30434782608695654
frc6588,0.36
frc6589,0.4583333333333333
frc6591,0.5544554455445545
frc6592,0.3793103448275862
frc6594,0.375
frc6595,0.5
frc6597,0.5
frc6599,0.3333333333333333
frc66,0.4533333333333333
frc6600,0.375
frc6610,0.3181818181818182
frc6611,0.2916666666666667
frc6615,0.391304347826087
frc6616,0.5128205128205128
frc6618,0.55
frc6627,0.2916666666666667
frc6631,0.43478260869565216
frc6635,0.4838709677419355
frc6637,0.5681818181818182
frc6638,0.25
frc6642,0.3157894736842105
frc6649,5.0
frc67,0.6941176470588235
frc6742,0.4827586206896552
frc6753,0.4482758620689655
frc68,0.40229885057471265
frc6861,0.49333333333333335
frc6862,0.2631578947368421
frc6877,0.4074074074074074
frc6914,0.3584905660377358
frc6954,0.391304347826087
frc6958,0.5769230769230769
frc6963,0.5681818181818182
frc70,0.5
frc7020,0.41935483870967744
frc703,0.5063291139240507
frc7054,0.5161290322580645
frc7056,0.53125
frc7073,0.43478260869565216
frc7084,0.46875
frc7109,0.47058823529411764
frc7143,0.2608695652173913
frc7144,0.45454545454545453
frc7145,0.16666666666666666
frc7147,0.25
frc7150,0.22727272727272727
frc7154,0.5434782608695652
frc7155,0.3793103448275862
frc7156,0.2608695652173913
frc7160,0.5189873417721519
frc7166,0.5263157894736842
frc7168,0.36666666666666664
frc7171,0.3870967741935484
frc7172,0.4230769230769231
frc7174,0.38
frc7175,0.2916666666666667
frc7178,0.39285714285714285
frc7187,0.5555555555555556
frc7188,0.375
frc7191,0.4222222222222222
frc7192,0.6
frc7195,0.5
frc7196,0.48
frc7197,0.34782608695652173
frc7202,0.4642857142857143
frc7203,0.3333333333333333
frc7206,0.5666666666666667
frc7208,0.3333333333333333
frc7209,0.25
frc7210,0.25
frc7211,0.4927536231884058
frc7213,0.2608695652173913
frc7218,0.38095238095238093
frc7219,0.34615384615384615
frc7220,0.5172413793103449
frc7221,0.26666666666666666
frc7222,0.5862068965517241
frc7223,0.4
frc7224,0.20833333333333334
frc7225,0.4318181818181818
frc7226,0.48717948717948717
frc7232,0.48
frc7234,0.30434782608695654
frc7244,0.5666666666666667
frc7247,0.3333333333333333
frc7248,0.3076923076923077
frc7250,0.375
frc7254,0.5185185185185185
frc7256,0.4166666666666667
frc7289,0.5625
frc74,0.5471698113207547
frc7491,0.5
frc7495,0.375
frc7501,0.574468085106383
frc7553,0.6271186440677966
frc7597,0.5
frc7598,0.36363636363636365
frc7602,0.4230769230769231
frc7638,0.5384615384615384
frc7656,0.5283018867924528
frc7658,0.4186046511627907
frc7660,0.5303030303030303
frc7665,0.46875
frc7689,0.3333333333333333
frc7692,0.3333333333333333
frc7713,0.5714285714285714
frc7716,0.42857142857142855
frc7751,0.43478260869565216
frc7762,0.48
frc7768,0.4230769230769231
frc7769,0.5
frc7772,0.21739130434782608
frc7782,0.4888888888888889
frc7783,0.4166666666666667
frc7784,0.4444444444444444
frc7788,0.4230769230769231
frc7789,0.3548387096774194
frc7790,0.46153846153846156
frc7791,0.5217391304347826
frc7794,0.4117647058823529
frc7807,0.38461538461538464
frc7808,0.4074074074074074
frc7809,0.4418604651162791
frc7810,0.3333333333333333
frc7811,0.4583333333333333
frc7812,0.375
frc7813,0.375
frc7814,0.125
frc7816,0.4166666666666667
frc7817,0.4583333333333333
frc7818,0.2916666666666667
frc7820,0.2916666666666667
frc7821,5.0
frc7823,0.5
frc7826,0.3333333333333333
frc7827,0.4230769230769231
frc7854,0.2608695652173913
frc7855,0.4666666666666667
frc7856,0.2916666666666667
frc7857,0.25
frc7859,0.20833333333333334
frc7860,5.0
frc7861,0.48
frc7862,5.0
frc7863,5.0
frc7865,0.45454545454545453
frc7894,0.4166666666666667
frc7911,0.4074074074074074
frc7912,0.3333333333333333
frc815,0.4166666666666667
frc818,0.52
frc830,0.41379310344827586
frc835,0.5
frc85,0.5454545454545454
frc857,0.3448275862068966
frc858,0.42105263157894735
frc862,0.5416666666666666
frc894,0.34615384615384615
frc904,0.5362318840579711
frc910,0.5604395604395604
frc94,0.59375
